,page,section,date,roundup,bulletin_url,bulletin_mps
247,https://web.archive.org/web/20220225091941/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,5.0,['23 February 2022'],"['COVID-19 mortality rate increased in January 2022', 'Coronavirus (COVID-19) was the third leading cause of death in both England and Wales in January 2022, accounting for 7.6% and 7.3% of deaths respectively.', 'Considering the population size and age structure, the age-standardised mortality rate (ASMR) for deaths due to COVID-19 increased significantly between December 2021 and January 2022 in England (79.3 deaths per 100,000 people, up from 56.3) and Wales (81.0 deaths per 100,000 people, up from 59.3).', 'London had the highest ASMR for deaths due to COVID-19 among English regions in January (120.1 deaths per 100,000 people).', 'The proportion of deaths involving COVID-19 where it was the underlying cause decreased between December 2021 and January 2022, from 83.8% to 73.7% in England and from 79.6% to 76.2% in Wales.', 'In total, there were 49,807 deaths from all causes registered in England in January 2022, 5,655 (10.2%) fewer than the five-year average (2016 to 2019, and 2021).', 'There were 3,262 deaths registered in Wales in January, 402 (11.0%) fewer than the January average.']","[{'text': 'Read the latest monthly mortality analysis for England and Wales', 'link': 'https://www.ons.gov.uk/releases/monthlymortalityanalysisenglandandwalesjanuary2022'}]",placeholder
248,https://web.archive.org/web/20220225091941/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,6.0,['22 February 2022'],"['Deaths involving COVID-19 continue to fall', 'The number of deaths in the UK involving coronavirus (COVID-19) fell to 1,185 in the week ending 11 February 2022. This was 205 fewer than the previous week, accounting for around one in every 11 deaths (9.0%).', 'There were 13,159 total deaths registered in the UK in the week ending 11 February 2022, which was 7.4% below the five-year average.', 'Of the 1,066 deaths registered in England and Wales where “novel coronavirus (COVID-19)” was mentioned on the death certificate, 66.1% (705 deaths) had this recorded as the underlying cause of death.', 'Between 13 March 2020 and 11 February 2022, there have been 122,122 excess deaths above the five-year average in England and Wales; of these, 117,254 were recorded in England and 6,179\u202fwere\u202frecorded in Wales.', 'Our\u202fdata\u202fare based on deaths registered in England and Wales and include all deaths where “novel coronavirus (COVID-19)” was mentioned on the death certificate. Weekly figures are available by\u202flocal authority and health board.']","[{'text': 'Read the article on coronavirus case rates by socio-demographic characteristics', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregisteredweeklyinenglandandwalesprovisional/latest'}]",placeholder
249,https://web.archive.org/web/20220225120837/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['25 February 2022'],"['Coronavirus (COVID-19) infections decrease in most age groups', 'The percentage of people estimated to test positive for coronavirus (COVID-19) decreased in most age groups in the week ending 19 February 2022. Infections fell among those aged 2 years to school Year 6, school Year 7 to 11, school Year 12 to age 24 years and aged 35 to 49 years.', 'Trends were uncertain among those aged 25 to 34 years, aged 50 to 69 years and those aged 70 years and over.', 'The highest infection level remained among those aged 2 years to school Year 6 at 4.84%, down from 7.60% the previous week. The percentage of people estimated to test positive for COVID-19 was lowest among those aged 70 years and over at 2.08%.', 'The estimated number of people living in private households (not in hospitals, care homes and/or other communal establishments) that had COVID-19 in the most recent week was:', ' - 2,096,200 people (1 in 25) in England', ' - 98,200 people (1 in 30) in Wales', ' - 132,700 people (1 in 14) in Northern Ireland', ' - 240,700 people (1 in 20) in Scotland']","[{'text': 'Read the latest Coronavirus (COVID-19) Infection Survey bulletin', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronaviruscovid19infectionsurveypilot/latest'}]",placeholder
250,https://web.archive.org/web/20220303082909/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights/,1.0,['2 March 2022'],"['Fall in number of positive cases reporting loss of taste or smell', 'The percentage of people testing positive who reported loss of taste or smell continued to decrease between December 2021 and January 2022.', 'People previously infected with coronavirus (COVID-19) continued to be less likely to test positive than those who have not experienced a prior infection, according to data collected in the fortnight up to 12 February 2022.', 'Those who reported working in the education sector continued to be more likely to test positive in comparison with other working adults. This is likely because of the recent high rate of infe ctions among school children.', 'People who had travelled abroad in the last 28 days also continued to be more likely to test positive than those who had not. People who live in multiple occupancy households continued to be more likely to test positive than people living alone.']","[{'text': 'Read more about the characteristics of people testing positive for COVID-19', 'link': 'https://www.ons.gov.uk/releases/coronaviruscovid19infectionsurveyukcharacteristicsofpeopletestingpositiveforcovid192march2022'}]",placeholder
251,https://web.archive.org/web/20220303082909/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights/,2.0,['1 March 2022'],"['7 in 10 positive cases would isolate even if not legally required', 'Around 7 in 10 (72%) people who tested positive for coronavirus (COVID-19) in England in early February said they would continue to self-isolate even if it was not legally required.', 'Almost two-thirds (63%) of those who tested positive would take a COVID-19 test if they had to buy one. This was similar for those from the most deprived and the least deprived areas (59% and 64% respectively).', 'The latest responses to the COVID Test and Trace Cases Insights Survey were collected between 7 and 12 February 2022, before the legal requirement to self-isolate was removed in England.', 'The majority (80%) of respondents who tested positive for COVID-19 in early February fully complied with self-isolation rules. This was in line with rate reported in the previous month.', 'More than 9 in 10 (92%) said they had no difficulties in accessing COVID-19 tests, a significant improvement compared with January (74%).']","[{'text': 'Read the latest bulletin on coronavirus and self-isolation after testing positive in England', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/healthandwellbeing/bulletins/coronavirusandselfisolationaftertestingpositiveinengland/latest'}]",placeholder
252,https://web.archive.org/web/20220303082909/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights/,3.0,['1 March 2022'],"['Deaths involving COVID-19 continue to fall', 'The number of deaths in the UK involving coronavirus (COVID-19) fell to 969 in the week ending 18 February 2022. This was 217 fewer than the previous week, accounting for around 1 in every 13 deaths (7.6%).', 'There were 12,742 total deaths registered in the UK in the week ending 18 February 2022, which was 6.4% below the five-year average.', 'The number of deaths involving COVID-19 decreased in England compared with the previous week and increased slightly in Wales.', 'Of the 863 deaths registered in England and Wales where “novel coronavirus (COVID-19)” was mentioned on the death certificate, 64.8% (559 deaths) had this recorded as the underlying cause of death.', 'Between 13 March 2020 and 18 February 2022, there have been 121,371 excess deaths above the five-year average in England and Wales; of these, 116,604 were recorded in England and 6,090 were recorded in Wales.', 'Our data are based on deaths registered in England and Wales and include all deaths where “novel coronavirus (COVID-19)” was mentioned on the death certificate. Weekly figures are available by local authority and health board.']","[{'text': 'Read the latest bulletin on deaths registered in England and Wales', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregisteredweeklyinenglandandwalesprovisional/latest'}]",placeholder
253,https://web.archive.org/web/20220303082909/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights/,4.0,['28 February 2022'],"['16.7% of care resident deaths have involved COVID-19 since March 2020', 'Since the start of the coronavirus (COVID-19) pandemic, of the 274,063 deaths to care home residents in England and Wales, 45,632 (16.7%) involved COVID-19.', 'There were more total deaths of care home residents compared to the five-year average in the first wave of the pandemic with 26,035 excess deaths in England and 1,046 excess deaths in Wales. In the second and third waves, however, total deaths fell below the five-year average.', 'In England, total deaths of care home residents increased by 16.5% between the first and second waves with 85,305 and 99,380 deaths respectively. Following this, deaths decreased by 23.9% between the second and third waves (75,664) deaths. The proportion of deaths involving COVID-19 was highest in the first wave (23.2%) and lowest in the third wave (3.6%).', 'In Wales, total deaths of care home residents in Wales increased by 30.0% between the first and second waves with 4,196 and 5,454 deaths respectively. It decreased by 27.0% between the second and third waves (3,980 deaths). The proportion of deaths involving COVID-19 was highest in the second wave (23.8%) and lowest in the third wave (4.9%).']","[{'text': 'Read the latest bulletin on deaths involving COVID-19 in the care sector', 'link': 'https://www.ons.gov.uk/releases/deathsinvolvingcovid19inthecaresectorenglandandwalesdeathsregisteredbetweenweekending9april2021andweekending11february2022'}]",placeholder
254,https://web.archive.org/web/20220303082909/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights/,5.0,['28 February 2022'],"['Long COVID and mental disorders in school students', 'Of primary school pupils with long COVID, 30.0% had a probable mental disorder, a significantly higher proportion than the 7.7% of those without long COVID. Among secondary school pupils, 22.6% of those who had experienced long COVID had a probable mental disorder, compared with 13.6% of those who hadn’t experienced long COVID.', 'Since March 2020, 1.0% of primary school-aged pupils and 2.7% of secondary school-aged pupils experienced long COVID.', 'Among students who had previously received a positive coronavirus (COVID-19) test, 5.2% experienced an ongoing symptom of loss of taste or smell, compared with 0.4% of those who hadn’t tested positive. This is the only symptom that was significantly more prevalent among students with a previous coronavirus infection.', 'It is estimated that 82% of secondary school pupils and 40% of primary school pupils tested positive for coronavirus antibodies between November and December 2021. About a third of pupils aged four to seven years (33.9%) tested positive for SARS-CoV-2 antibodies.', 'Secondary school pupils over the age of 12 years were eligible to have a vaccine at the time of testing so may have had antibodies from either natural infection or vaccination.']","[{'text': 'Read the bulletin on mental health and long COVID from the COVID-19 Schools Infection Survey', 'link': 'https://www.ons.gov.uk/releases/covid19schoolsinfectionsurveyenglandmentalhealthandlongcovidnovembertodecember2021'}]",placeholder
255,https://web.archive.org/web/20220304121123/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['4 March 2022'],"['Infections continue to fall in England and Northern Ireland', 'The percentage of people estimated to test positive for coronavirus (COVID-19) fell in England and Northern Ireland in the week ending 26 February 2022.', 'Trends were uncertain in Wales in the latest week after two consecutive weeks of decreases.', 'In Scotland, the percentage of people testing positive for COVID-19 rose in the latest week to around 1 in 19 (5.79%) of people.', 'In the same period, the percentage of people testing positive for COVID-19 decreased for all age groups except those aged 70 and over.', 'The percentage of people testing positive continues to fluctuate for those aged 70 and over, with an increase in the most recent week.', 'The estimated number of people living in private households (not in hospitals, care homes and/or other communal establishments) that had COVID-19 in the most recent week was:', ' - 1,933,500 people (1 in 30) in England', ' - 94,200 people (1 in 30) in Wales', ' - 106,300 people (1 in 17) in Northern Ireland', ' - 280,500 people (1 in 19) in Scotland']","[{'text': 'Read the latest Coronavirus (COVID-19) Infection Survey bulletin', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronaviruscovid19infectionsurveypilot/latest'}]",placeholder
256,https://web.archive.org/web/20220304121123/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,2.0,['4 March 2022'],"['Concern about coronavirus pandemic at its lowest', 'Just over 4 in 10 adults (41%) reported they were very or somewhat worried about the effect of the coronavirus (COVID-19) pandemic on their lives right now. This is the lowest we have seen this figure since the start of the pandemic.', 'Around one-third (32%) of adults reported always or often maintaining social distancing. This is the lowest proportion since data collection on this measure started in September 2020.', 'The share of working adults that only work from home is now at 15%, down from 26% over the period 6 to 16 January 2022. During the same period, the percentage that only travelled to work increased from 49% to 56%, while 13% report both working from home and travelling to work.']","[{'text': 'Read the latest bulletin on the social impacts of COVID-19', 'link': 'https://www.ons.gov.uk/releases/coronavirusandthesocialimpactsongreatbritain4march2022'}]",placeholder
257,https://web.archive.org/web/20220304121123/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,3.0,['3 March 2022'],"['Almost half those with long COVID have had it for at least a year', 'An estimated 1.5 million people (or 2.4%) living in private households said they were living with long COVID, as of the end of January 2022.', 'Of those who said they had long COVID, 685,000 people (or 45%) were experiencing symptoms at least a year after the initial infection.', 'The estimates in this analysis refer to self-reported long COVID – symptoms persisting for more than four weeks after the first suspected coronavirus (COVID-19) infection that were not explained by something else.', 'Almost two-thirds (65%) of those with self-reported long COVID said that it affected their day-to-day activities, equivalent to 989,000 people. Of those, 281,000 said that they were “limited a lot”.', 'Fatigue continued to be the most reported symptom, affecting 51% of those with self-reported long COVID.', 'As a proportion of the UK population, prevalence of self-reported long COVID was greatest in people aged 35 to 49 years, females, people living in more deprived areas, those working in teaching and education, social care or healthcare, and those with another activity-limiting health condition or disability.']","[{'text': 'Read the latest insights on COVID-19 and infections', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19latestinsights/infections'}, {'text': 'Read the latest bulletin on prevalence of ongoing symptoms following coronavirus (COVID-19) infection in the UK', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/prevalenceofongoingsymptomsfollowingcoronaviruscovid19infectionintheuk/latest'}]",placeholder
258,https://web.archive.org/web/20220308065720/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['7 March 2022'],"['Avoidable mortality rates at highest level since 2010', 'In 2020, 22.8% of all deaths in Great Britain (GB) were considered avoidable. This figure represents about 153,000 of the total 672,000 deaths.', 'The avoidable mortality rate for GB was significantly higher than all years since 2010.', 'Avoidable mortality looks at deaths from causes considered avoidable, treatable, or preventable, given timely and effective healthcare or public health interventions.', 'Wales had the highest avoidable mortality rate for deaths due to coronavirus (COVID-19) with 36.1 deaths per 100,000 people. Scotland had the lowest rate with 28.5 deaths per 100,000 people. England had 34.9 deaths due to COVID-19 per 100,000 people.', 'From 2018 to 2020, Blackpool local authority had the highest male preventable mortality rate with 355.8 deaths per 100,000 males. Middlesbrough had the highest female rate with 205.4 deaths per 100,000 females.']",[],placeholder
259,https://web.archive.org/web/20220310150836/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['9 March 2022'],"['9 in 10 travellers arriving to the UK are double vaccinated', 'Most UK and overseas residents arriving in the UK in January 2022 have received at least two coronavirus (COVID-19) vaccinations, at 98% and 96%, respectively.', 'According to the International Passenger Survey (IPS), the proportion of UK residents arriving in the UK who have received more than two COVID-19 vaccinations doubled between December and January, increasing from 28% to 56%.', 'Of travellers arriving in the UK, most continue to think that having a COVID-19 test prior to arrival is either “very important” or “quite important” for safety; 81% of UK residents and 87% of overseas residents in January 2022 agreed with these statements.', 'The increase in the percentage of UK residents who had received more than two vaccinations reflects the expansion of the National Health Service (NHS) booster programme to all adults over 18 years of age, with those eligible to have been offered a vaccination by the end of January 2022.', ' - Attitudes towards COVID-19 among passengers travelling into the UK: August 2021 to January 2022']","[{'text': 'Manual', 'link': 'https://www.ons.gov.uk/releases/attitudestowardscovid19amongpassengerstravellingintoandoutoftheukaugust2021tojanuary2022'}]",placeholder
260,https://web.archive.org/web/20220310150836/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,2.0,['9 March 2022'],"['COVID-19 antibodies remain high', 'The percentage of the UK population estimated to have antibodies protecting them against COVID-19 remains high on all measures.', 'More than 98% of adults in each constituent country of the UK were estimated to have COVID-19 antibodies in the week beginning 14 February 2022.', ' - In England 98.4% (95% credible interval 98.1% to 98.6%)', ' - In Wales 98.3% (97.9% to 98.7%)', ' - In Northern Ireland 98.1% (97.1% to 98.7%)', ' - In Scotland 98.3% (97.8% to 98.6%)', 'While levels of antibodies are highest among older age groups, they remain high in children aged eight years and above.', 'The percentage of children estimated to have antibodies range from 93.9% to 94.7% among those aged 12 to 15 years and 71.3% to 78.8% among those aged 8 to 11 years.']","[{'text': 'Read the latest COVID-19 Infection Survey, UK: antibody and vaccination data', 'link': 'https://www.ons.gov.uk/releases/coronaviruscovid19infectionsurveyukantibodyandvaccinationdata9march2022'}]",placeholder
261,https://web.archive.org/web/20220310150836/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,3.0,['8 March 2022'],"['Deaths involving COVID-19 continue to fall', 'The number of deaths in the UK involving coronavirus (COVID-19) fell to 878 in the week ending 25 February 2022. This was 92 fewer than the previous week, accounting for around 1 in every 14 deaths (6.9%).', 'There were 12,648 total deaths registered in the UK in the week ending 25 February 2022, which was 5.5% below the five-year average.', 'Of the 766 deaths registered in England and Wales where “novel coronavirus (COVID-19)” was mentioned on the death certificate, 65.7% (503 deaths) had this recorded as the underlying cause of death.', 'Between 13 March 2020 and 25 February 2022, there have been 120,731 excess deaths above the five-year average in England and Wales; of these, 116,021 were recorded in England and 6,038 were\u202frecorded in Wales.', 'Our\u202fdata\u202fare based on deaths registered in England and Wales and include all deaths where “novel coronavirus (COVID-19)” was mentioned on the death certificate. Weekly figures are available by\u202flocal authority and health board.']","[{'text': 'Read the latest bulletin on deaths registered in England and Wales', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregisteredweeklyinenglandandwalesprovisional/latest'}]",placeholder
262,https://web.archive.org/web/20220312065038/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['11 March 2022'],"['Infections have risen across the UK', 'The percentage of people estimated to test positive for coronavirus (COVID-19) rose in England, Wales, Scotland and Northern Ireland in the week ending 5 March 2022 (6 March 2022 for Scotland).', 'The estimated number of people living in private households (not in hospitals, care homes or other communal establishments) who had COVID-19 in the most recent week was:', ' - 2,073,900 people (1 in 25) in England', ' - 97,900 people (1 in 30) in Wales', ' - 143,800 people (1 in 13) in Northern Ireland', ' - 299,900 people (1 in 18) in Scotland', 'The percentage of infections compatible with the Omicron BA.2 variant increased in England, Wales, Northern Ireland and Scotland. The percentage of infections compatible with the Omicron BA.1 variant decreased in England, Wales and Scotland, while the trend was uncertain in Northern Ireland.']","[{'text': 'Read the latest Coronavirus (COVID-19) Infection Survey bulletin', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronaviruscovid19infectionsurveypilot/latest'}]",placeholder
263,https://web.archive.org/web/20220314204609/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['14 March 2022'],"['Most vaccinated coronavirus (COVID-19) contacts take daily tests', 'The majority (67%) of vaccinated close contacts of a coronavirus (COVID-19) case reported undertaking daily testing and completing all required daily lateral flow tests (LFTs) between 21 and 26 February 2022. Legal restrictions for contacts of a positive COVID-19 case were lifted on 24 February 2022.', 'The proportion of people who often or always reported their LFT results increased from 34% of people aged 18 to 29 years to 59% of those aged 70 years and over.', 'Among the 24% of people who did not take daily LFTs following close contact, the most common reasons given were respondents not thinking taking tests were useful (33%) and not having access to enough tests (15%).', 'Around one-fifth of respondents (18%) felt the current isolation guidance for those who are double vaccinated was insufficient to keep the public safe. Around three-fifths (61%) reported taking additional measures to keep themselves and others safe, beyond government guidelines.']","[{'text': 'Read Coronavirus and behaviour of the vaccinated population after being in contact with a positive case in England: 21 February to 26 February 2022', 'link': 'https://www.ons.gov.uk/releases/coronavirusandbehaviourofthevaccinatedpopulationafterbeingincontactwithapositivecaseinengland21februaryto26february2022'}]",placeholder
264,https://web.archive.org/web/20220314204609/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,2.0,['14 March 2022'],"['Rise in economic inactivity among over 50s driven by retirements', 'Economic inactivity among those aged 50 years and over has increased since the start of the coronavirus (COVID-19) pandemic, following a historical downward trend over the previous 10 years.', 'The new Over 50s Lifestyle Study (OLS) asks those who left work during the pandemic about why they left and whether they intend to return.', 'Of those who had not returned to work, retirement was by far the most common reason for leaving paid work among people aged 50 to 70 years (47%), followed by the coronavirus pandemic (15%).', 'Compared with those who left work before the pandemic, those who left during the pandemic were more likely to:', ' - have left work sooner than they were expecting (63% compared with 54%)', ' - have left work not by choice (25% compared with 20%)', ' - consider returning to work (39% compared with 19%)']","[{'text': 'Read the results from the Over 50s Lifestyle Study', 'link': 'https://www.ons.gov.uk/releases/over50slifestylestudyattitudesandreasonsforworkersover50leavingemploymentsincethestartofthepandemic'}]",placeholder
265,https://web.archive.org/web/20220315153019/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['15 March 2022'],"['Deaths involving COVID-19 increased in Wales', 'Of the 11,225 deaths registered in England and Wales in the week ending 4 March 2022, 670 mentioned ""novel coronavirus (COVID-19)"".', 'COVID-19 deaths in England and Wales accounted for 6.0% of all deaths; a decrease compared with the previous week (766 deaths, 6.9% of all deaths).', 'The number of deaths involving COVID-19 in Wales increased to 48 in the week ending 4 March 2022, compared with 43 in the previous week. In England, there was a decrease to 621 in the week ending 4 March 2022, compared with 722 in the previous week.', 'Of the 670 deaths involving COVID-19, 65.5% (439 deaths) had this recorded as the underlying cause of death in the week ending 4 March 2022, compared with 65.7% in the previous week.', 'The number of deaths registered in the UK in the week ending 4 March 2022 was 12,741, which was 51 deaths above the five-year average. Of the deaths registered 814 involved COVID-19, which was 65 fewer than in the previous week.', 'From the week ending 13 March 2020 to the week ending 4 March 2022, the number of excess deaths above the five-year average in England and Wales was 120,748; of these, 115,984 were recorded in England and 6,100 were recorded in Wales.', 'Our\u202fdata\u202fare based on deaths registered in England and Wales and include all deaths where “novel coronavirus (COVID-19)” was mentioned on the death certificate. Weekly figures are available by\u202flocal authority and health board.']","[{'text': 'Read the latest bulletin on deaths registered in England and Wales', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregisteredweeklyinenglandandwalesprovisional/latest'}]",placeholder
266,https://web.archive.org/web/20220316205544/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['16 March 2022'],"['Disabled people are more likely to feel life will never return to normal', 'Around one in six disabled people (16%) feel that their life will never return to normal after the coronavirus (COVID-19) pandemic, according to Opinions and Lifestyle Survey (OPN) data from 16 to 27 February 2022.', 'Almost 1 in 10 non-disabled adults (11%) felt their life was already back to normal, compared with 6% among disabled people.', 'During the survey response period, most restrictions on daily life to curb the spread of coronavirus had been lifted in Great Britain.', 'Disabled people were more likely than non-disabled people to avoid crowded places, avoid close contact with those they do not live with, and spend more time at home because of coronavirus.', 'Young adults aged 16 to 24 years were the least likely to report avoiding crowded places because of coronavirus (33%) and were more than four times as likely as those aged 70 years and older to report not doing any of the listed behaviours (9% of adults aged 16 to 24 years compared with 2% of those aged 70 years and over).']","[{'text': 'Read the full article on how the coronavirus (COVID-19) pandemic is affecting attitudes and behaviours', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/wellbeing/articles/coronaviruscovid19disabledpeoplearemorelikelytofeellifewillneverreturntonormal/2022-03-16'}]",placeholder
267,https://web.archive.org/web/20220316205544/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,2.0,['16 March 2022'],"['Distrust and perceived risks top reasons for vaccine refusal', '“Side effects of the vaccine frightened me”', '“I cannot do anything that may risk my fertility”', '“If my body can fight it without a vaccine that’s good enough for me”', 'These are just some of the free-text responses collected as part of the Vaccine Opinions Study which provide insight into why some people remain unvaccinated.', 'Reasons for not vaccinating have been grouped into seven broad themes;', ' - feeling that the risks of a COVID-19 vaccine were too high or the benefits were too low', ' - distrusting or feeling discontent towards vaccine stakeholders', ' - lacking sufficient, trustworthy or favourable evidence on vaccine side effects, safety or effectiveness', ' - perceiving COVID-19 as low-risk to self', ' - feeling pressured or coerced', ' - worldview-related barriers', ' - practical barriers', 'The Vaccine Opinions Study identified changes in uptake and attitudes towards COVID-19 vaccines among adults in England who had reported having declined a vaccine when offered, being unlikely to have it or unsure about having it if offered, between 13 January and 8 August 2021. In this period, we saw a decline in this population from 10% to 3%.']","[{'text': 'Read the full article on Coronavirus and changing perceptions towards vaccination', 'link': 'https://www.ons.gov.uk/releases/coronavirusandchangingperceptionstowardsvaccinationengland7to16september2021'}]",placeholder
268,https://web.archive.org/web/20220316205544/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,3.0,['16 March 2022'],"['COVID-19 mortality rates lowest for those with three vaccinations', 'The risk of death involving coronavirus (COVID-19) in England has been consistently lower for people who had a third vaccine dose or booster at least 21 days ago, compared with those who are unvaccinated.', 'This has been the case for all age groups across all months since boosters were introduced in September 2021.', 'People who had received a second vaccine dose over six months ago had a higher risk of death involving COVID-19 than those who had received a second dose less than six months ago, indicating possible waning protection from vaccination over time.', 'While these statistics are adjusted for age, they cannot be used to determine vaccine effectiveness. This is because vaccinated and unvaccinated people are likely to differ in characteristics other than age, such as underlying health. Some deaths are expected in vaccinated individuals as the number of people who are vaccinated is high and no vaccine is 100% effective.']","[{'text': 'Read the bulletin on deaths involving COVID-19 by vaccination status in England', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsinvolvingcovid19byvaccinationstatusengland/latest'}]",placeholder
269,https://web.archive.org/web/20220316205544/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,4.0,['15 March 2022'],"['Deaths involving COVID-19 increased in Wales', 'Of the 11,225 deaths registered in England and Wales in the week ending 4 March 2022, ""novel coronavirus (COVID-19)"" was mentioned on the death certificate of 670.', 'COVID-19 deaths in England and Wales accounted for 6.0% of all deaths; a decrease compared with the previous week (766 deaths, 6.9% of all deaths).', 'The number of deaths involving COVID-19 in Wales, increased to 48 in the week ending 4 March 2022, compared with 43 in the previous week. In England the number of deaths involving COVID-19 decreased to 621 in the week ending 4 March 2022, compared with 722 in the previous week.', 'Of the 670 deaths involving COVID-19, 65.5% (439 deaths) had this recorded as the underlying cause of death in the week ending 4 March 2022, compared with 65.7% in the previous week.', 'The number of deaths registered in the UK in the week ending 4 March 2022 was 12,741. This was 51 deaths above the five-year average of the deaths registered in the UK in the week ending 4 March 2022. Of the 12,741 deaths registered, 814 involved COVID-19, which was 65 fewer than in the previous week.', 'From the week ending 13 March 2020 to the week ending 4 March 2022, the number of excess deaths above the five-year average in England and Wales was 120,748. The total number recorded in England was 115,984, while the total number recorded in Wales was 6,100.', 'Our\u202fdata\u202fare based on deaths registered in England and Wales and include all deaths where “novel coronavirus (COVID-19)” was mentioned on the death certificate. Weekly figures are available by\u202flocal authority and health board.']","[{'text': 'Read the latest bulletin on deaths registered in England and Wales', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregisteredweeklyinenglandandwalesprovisional/latest'}]",placeholder
